transaction_id,txn_date,store_id,sku_id,quantity,unit_price,revenue
TXN0001287,2024-08-01,STR018,SKU0016,7.0,3.65,25.55
TXN0001288,2023-04-25,STR017,SKU0029,5.0,7.04,35.2
TXN0001289,2022-01-20,STR006,SKU0013,2.0,8.88,17.76
TXN0001290,2022-05-26,STR003,SKU0005,6.0,3.91,23.46
TXN0001291,2024-07-30,STR009,SKU0002,18.0,10.07,181.26
TXN0001292,2024-10-30,STR004,SKU0029,16.0,11.45,183.2
TXN0001293,2024-04-03,STR008,SKU0029,16.0,4.73,75.68
TXN0001294,2023-01-01,STR012,SKU0023,19.0,6.8,129.2
TXN0001295,2024-11-03,STR013,SKU0004,2.0,14.03,28.06
TXN0001296,2022-10-30,STR004,SKU0009,14.0,9.45,132.3
TXN0001297,2022-09-14,STR005,SKU0002,9.0,10.89,98.01
TXN0001298,2024-04-18,STR017,SKU0002,3.0,12.24,36.72
TXN0001299,20/12/2022,STR019,SKU0008,13.0,4.47,58.11
TXN0001300,2023-07-24,STR013,SKU0018,19.0,11.2,212.8
TXN0001301,2023-12-26,STR012,SKU0002,18.0,13.46,242.28
TXN0001302,2022-07-02,STR013,SKU0030,15.0,14.37,215.55
TXN0001303,2024-10-11,STR003,SKU0014,5.0,2.83,14.15
TXN0001304,2022-07-02,,SKU0008,15.0,4.32,64.8
TXN0001305,2024-12-23,STR004,SKU0016,11.0,1.58,17.38
TXN0001306,2022-11-01,STR014,SKU0024,12.0,6.85,82.2
TXN0001307,2023-04-02,STR004,SKU0010,1.0,5.56,5.56
TXN0001308,2022-10-05,STR014,SKU0002,11.0,9.43,103.73
TXN0001309,2023-08-14,STR015,SKU0002,12.0,4.8,57.6
TXN0001310,2022-01-01,STR015,SKU0026,10.0,10.95,109.5
TXN0001311,2022-07-06,STR009,SKU0004,10.0,14.46,144.6
TXN0001312,2023-07-24,STR012,SKU0020,15.0,2.87,43.05
TXN0001313,2024-01-31,STR012,SKU0012,4.0,4.4,17.6
TXN0001314,2024-11-21,STR014,SKU0024,,4.12,65.92
TXN0001315,06/07/2024,STR010,SKU0002,4.0,14.72,58.88
TXN0001316,2024-10-07,STR011,SKU0027,18.0,9.34,168.12
TXN0001317,2024-05-25,STR014,SKU0021,8.0,5.71,45.68
TXN0001318,2024-05-01,STR004,SKU0014,18.0,6.64,119.52
TXN0001319,2023-01-15,STR013,SKU0007,,12.48,24.96
TXN0001320,2024-09-18,STR003,SKU0030,,11.66,163.24
TXN0001321,2024-11-21,STR014,SKU0010,18.0,7.15,128.7
TXN0001322,2023-07-17,STR008,SKU0015,3.0,5.34,16.02
TXN0001323,2022-05-12,STR017,SKU0012,19.0,14.43,274.17
TXN0001324,2022-02-16,STR002,SKU0007,18.0,12.79,230.22
TXN0001325,2023-06-26,STR010,SKU0013,17.0,1.59,27.03
TXN0001326,2023-11-27,STR003,SKU0005,14.0,8.38,117.32
TXN0001327,2023-08-31,STR017,SKU0001,1.0,2.08,2.08
TXN0001328,2024-09-09,STR003,SKU0009,3.0,8.9,26.7
TXN0001329,2023-08-12,STR010,SKU0004,10.0,14.23,142.3
TXN0001330,2023-12-26,STR002,SKU0013,15.0,1.77,26.55
TXN0001331,2024-04-10,STR016,SKU0026,9.0,5.63,50.67
TXN0001332,2024-09-07,STR005,SKU0005,1.0,8.28,8.28
TXN0001333,2023-10-31,STR012,SKU0001,7.0,4.96,34.72
TXN0001334,2023-09-04,STR004,SKU0004,16.0,3.13,50.08
TXN0001335,2022-03-26,STR007,SKU0016,16.0,5.16,82.56
TXN0001336,2023-12-06,STR003,SKU0009,16.0,6.72,107.52
TXN0001337,2022-07-17,STR011,SKU0015,13.0,5.7,74.1
TXN0001338,2023-02-09,STR001,SKU0001,4.0,14.92,59.68
TXN0001339,2023-08-07,STR020,SKU0010,6.0,14.48,86.88
TXN0001340,2022-04-01,STR009,SKU0013,19.0,10.05,190.95
TXN0001341,2024-02-01,STR013,SKU0013,2.0,2.24,4.48
TXN0001342,2022-11-04,STR006,SKU0017,15.0,2.56,38.4
TXN0001343,2023-07-18,STR005,SKU0024,12.0,10.94,131.28
TXN0001344,2023-01-19,STR017,SKU0015,1.0,10.52,10.52
TXN0001345,2023-01-25,STR015,SKU0026,25.0,3.93,98.25
TXN0001346,2023-03-08,STR013,SKU0016,18.0,13.44,241.92
TXN0001347,2022-02-26,STR015,SKU0008,13.0,11.22,145.86
TXN0001348,2022-08-03,STR004,SKU0007,28.0,4.23,118.44
TXN0001349,2024-05-11,STR019,SKU0010,5.0,13.72,68.6
TXN0001350,2022-05-14,STR009,SKU0018,19.0,11.44,217.36
TXN0001351,2023-06-29,STR017,SKU0008,16.0,13.76,220.16
TXN0001352,2022-06-03,STR015,SKU0028,13.0,13.53,175.89
TXN0001353,2023-08-14,STR006,SKU0015,11.0,1.55,17.05
TXN0001354,2023-12-07,STR012,SKU0026,25.0,8.77,219.25
TXN0001355,2023-05-29,STR020,SKU0021,15.0,2.87,43.05
TXN0001356,2024-04-25,STR001,SKU0011,16.0,6.09,97.44
TXN0001357,2022-10-18,STR009,SKU0007,9.0,5.53,49.77
TXN0001358,2023-09-04,STR013,SKU0023,18.0,8.42,151.56
TXN0001359,2022-10-30,STR007,SKU0010,14.0,12.93,181.02
TXN0001360,2023-07-12,STR006,SKU0008,10.0,3.46,34.6
TXN0001361,2022-03-11,STR015,SKU0028,5.0,7.8,39.0
TXN0001362,2022-10-22,STR019,SKU0015,16.0,13.03,208.48
TXN0001363,2024-02-15,STR011,SKU0002,1.0,7.81,7.81
TXN0001364,2024-05-02,STR019,SKU0015,17.0,5.13,87.21
TXN0001365,2022-10-25,STR002,SKU0014,15.0,9.08,136.2
TXN0001366,2022-10-10,STR005,SKU0026,11.0,1.72,18.92
TXN0001367,2022-11-24,STR002,SKU0022,28.0,7.63,213.64
TXN0001368,2022-11-03,STR009,SKU0006,6.0,8.59,51.54
TXN0001369,2024-12-24,STR013,SKU0005,19.0,4.48,85.12
TXN0001370,2023-12-15,STR004,SKU0019,3.0,4.89,14.67
TXN0001371,2023-02-27,STR009,SKU0002,15.0,2.9,43.5
TXN0001372,2023-05-22,STR014,SKU0010,4.0,13.56,54.24
TXN0001373,2023-07-14,STR013,SKU0005,19.0,2.16,41.04
TXN0001374,30/08/2023,STR013,SKU0001,10.0,13.54,135.4
TXN0001375,2023-02-28,STR012,SKU0028,8.0,14.46,115.68
TXN0001376,2024-12-03,STR020,SKU0003,5.0,9.26,46.3
TXN0001377,15/11/2022,STR014,SKU0001,18.0,13.54,243.72
TXN0001378,2023-04-14,STR018,SKU0028,11.0,8.53,93.83
TXN0001379,2022-01-07,STR019,SKU0006,10.0,1.96,19.6
TXN0001380,2023-06-23,STR017,SKU0025,6.0,4.85,29.1
TXN0001381,2024-07-25,STR002,SKU0001,21.0,14.61,306.81
TXN0001382,2024-12-29,STR011,SKU0005,5.0,12.48,62.4
TXN0001383,2023-06-03,STR008,SKU0004,16.0,14.77,236.32
TXN0001384,2022-06-02,STR002,SKU0022,7.0,7.28,50.96
TXN0001385,2024-02-28,STR012,SKU0019,18.0,4.56,82.08
TXN0001386,2023-12-04,STR004,SKU0015,6.0,5.09,30.54
TXN0001387,2024-11-16,STR012,SKU0008,14.0,12.65,177.1
TXN0001388,2023-07-08,STR016,SKU0003,6.0,4.23,25.38
TXN0001389,2022-01-04,STR008,SKU0018,6.0,9.71,58.26
TXN0001390,2024-09-14,STR019,SKU0007,10.0,13.64,136.4
TXN0001391,2024-01-10,STR015,SKU0018,18.0,12.5,225.0
TXN0001392,2024-05-26,STR016,SKU0021,8.0,7.21,57.68
TXN0001393,2022-05-11,STR002,SKU0026,4.0,6.76,27.04
TXN0001394,2023-05-17,STR019,SKU0015,17.0,9.53,162.01
TXN0001395,2023-05-17,STR001,SKU0001,5.0,7.41,37.05
TXN0001396,2022-10-21,STR017,SKU0009,5.0,5.21,26.05
TXN0001397,2024-07-17,STR001,SKU0026,7.0,3.03,21.21
TXN0001398,2022-07-26,STR003,SKU0016,16.0,5.71,91.36
TXN0001399,2022-03-20,STR006,SKU0019,7.0,3.4,23.8
TXN0001400,2022-09-14,STR015,SKU0014,19.0,2.35,44.65
TXN0001401,2024-12-20,STR018,SKU0005,16.0,13.59,217.44
TXN0001402,2022-05-05,STR013,SKU0027,16.0,10.41,166.56
TXN0001403,2023-09-29,STR015,SKU0024,9.0,-14.52,130.68
TXN0001404,2022-07-20,STR006,SKU0030,16.0,11.58,185.28
TXN0001405,2023-03-09,STR020,SKU0026,17.0,11.36,193.12
TXN0001406,2023-08-28,STR008,SKU0009,8.0,7.95,63.6
TXN0001407,2022-01-22,STR018,SKU0008,7.0,9.86,69.02
TXN0001408,2022-09-22,STR015,SKU0008,3.0,2.79,8.37
TXN0001409,2023-10-06,STR007,SKU0028,8.0,10.47,83.76
TXN0001410,2022-01-16,STR007,SKU0017,10.0,10.17,101.7
TXN0001411,2023-06-27,STR014,SKU0014,15.0,8.1,121.5
TXN0001412,2023-10-24,STR019,SKU0030,11.0,10.36,113.96
TXN0001413,2022-08-24,STR014,SKU0019,5.0,12.39,61.95
TXN0001414,2022-06-27,STR017,SKU0028,6.0,7.12,42.72
TXN0001415,2023-06-22,STR020,SKU0030,3.0,5.91,17.73
TXN0001416,2024-02-27,STR007,SKU0003,5.0,5.46,27.3
TXN0001417,2022-01-15,STR011,SKU0011,3.0,13.32,39.96
TXN0001418,2023-01-06,STR012,SKU0023,22.0,14.55,320.1
TXN0001419,2024-12-31,STR004,SKU0025,7.0,12.37,86.59
TXN0001420,2023-01-03,STR016,SKU0005,1.0,10.85,10.85
TXN0001421,2022-12-30,STR005,SKU0010,12.0,12.85,154.2
TXN0001422,2024-03-19,STR014,SKU0017,11.0,11.83,130.13
TXN0001423,2023-06-11,STR011,SKU0024,1.0,5.55,5.55
TXN0001424,2023-03-05,STR017,SKU0004,14.0,5.06,70.84
TXN0001425,2024-05-10,STR011,SKU0019,13.0,13.26,172.38
TXN0001426,2022-02-03,STR012,SKU0009,19.0,13.08,248.52
TXN0001427,2024-02-21,STR004,SKU0007,15.0,5.36,80.4
TXN0001428,2023-02-22,STR016,SKU0016,16.0,5.18,82.88
TXN0001429,2024-08-31,STR008,SKU0013,15.0,14.52,217.8
TXN0001430,2024-03-05,STR012,SKU0020,13.0,9.27,120.51
TXN0001431,2024-10-28,STR017,SKU0010,13.0,11.71,152.23
TXN0001432,2022-05-22,STR010,SKU0025,12.0,-2.05,24.6
TXN0001433,2022-07-27,STR005,SKU0003,13.0,8.37,108.81
TXN0001434,2024-09-16,STR005,SKU0026,2.0,6.94,13.88
TXN0001435,04/03/2023,STR012,SKU0001,19.0,5.08,96.52
TXN0001436,2024-06-12,STR006,SKU0023,19.0,5.81,110.39
TXN0001437,2024-01-23,STR007,SKU0011,2.0,13.01,26.02
TXN0001438,2023-07-02,STR005,SKU0012,15.0,1.76,26.4
TXN0001439,2022-02-19,STR009,SKU0001,15.0,10.92,163.8
TXN0001440,2022-03-22,STR010,SKU0022,5.0,8.39,41.95
TXN0001441,2024-02-25,STR011,SKU0005,8.0,6.57,52.56
TXN0001442,2022-04-17,STR012,SKU0020,15.0,13.57,203.55
TXN0001443,2022-01-06,STR012,SKU0022,24.0,11.75,282.0
TXN0001444,2022-08-29,STR007,SKU0026,8.0,9.67,77.36
TXN0001445,2024-09-28,STR018,SKU0022,12.0,7.14,85.68
TXN0001446,2023-11-18,STR011,SKU0010,9.0,13.84,124.56
TXN0001447,2024-02-27,STR017,SKU0023,3.0,14.17,42.51
TXN0001448,2023-12-16,STR012,SKU0025,6.0,11.4,68.4
TXN0001449,2023-09-12,STR008,SKU0010,16.0,7.23,115.68
TXN0001450,2022-10-08,STR015,SKU0004,1.0,14.77,14.77
TXN0001451,2023-04-16,STR004,SKU0027,2.0,2.1,4.2
TXN0001452,2023-08-21,STR020,SKU0005,9.0,12.97,116.73
TXN0001453,2024-12-18,STR012,SKU0018,16.0,5.51,88.16
TXN0001454,2024-09-12,STR002,SKU0008,14.0,8.08,113.12
TXN0001455,2024-03-18,STR009,SKU0004,11.0,2.66,29.26
TXN0001456,2024-06-10,STR014,SKU0024,12.0,7.8,93.6
TXN0001457,2024-06-03,STR002,SKU0005,4.0,4.6,18.4
TXN0001458,2024-01-02,STR005,SKU0021,6.0,5.76,34.56
TXN0001459,2024-06-23,STR019,SKU0021,12.0,9.14,109.68
TXN0001460,2022-03-22,STR007,SKU0002,7.0,-14.62,102.34
TXN0001461,2022-01-24,STR003,SKU0006,11.0,4.54,49.94
TXN0001462,2023-05-02,STR002,SKU0024,13.0,6.13,79.69
TXN0001463,2022-03-01,STR013,SKU0016,7.0,4.74,33.18
TXN0001464,2023-01-07,STR012,SKU0004,17.0,8.32,141.44
TXN0001465,2022-08-06,STR013,SKU0030,16.0,5.11,81.76
TXN0001466,2024-11-15,STR020,SKU0008,3.0,4.09,12.27
TXN0001467,2023-12-20,STR002,SKU0001,3.0,10.3,30.9
TXN0001468,2022-02-15,STR004,SKU0028,4.0,3.87,15.48
TXN0001469,2023-11-15,STR005,SKU0001,3.0,9.1,27.3
TXN0001470,2024-03-13,STR009,SKU0017,11.0,2.23,24.53
TXN0001471,2022-12-23,STR003,SKU0030,7.0,11.2,78.4
TXN0001472,2024-08-25,STR008,SKU0018,13.0,1.51,19.63
TXN0001473,2024-12-02,STR016,SKU0018,17.0,10.67,181.39
TXN0001474,2024-12-10,STR003,SKU0012,3.0,3.46,10.38
TXN0001475,2022-04-13,STR019,SKU0004,4.0,10.99,43.96
TXN0001476,2023-05-08,STR018,SKU0018,4.0,2.6,10.4
TXN0001477,2024-05-01,STR011,SKU0027,,5.81,92.96
TXN0001478,2023-05-01,STR017,SKU0003,19.0,11.09,210.71
TXN0001479,2023-06-12,STR014,SKU0027,15.0,9.86,147.9
TXN0001480,2022-12-26,STR007,SKU0013,14.0,5.41,75.74
TXN0001481,2023-04-05,STR012,SKU0017,12.0,7.68,92.16
TXN0001482,2024-02-01,STR003,SKU0005,4.0,6.0,24.0
TXN0001483,2022-01-29,STR010,SKU0019,9.0,1.66,14.94
TXN0001484,2024-05-26,STR017,SKU0006,18.0,9.08,163.44
TXN0001485,2024-03-08,STR012,SKU0009,7.0,14.86,104.02
TXN0001486,2022-06-01,STR008,SKU0022,1.0,8.43,8.43
TXN0001487,2024-04-25,STR013,SKU0002,5.0,6.53,32.65
TXN0001488,26/07/2023,STR020,SKU0014,10.0,8.18,81.8
TXN0001489,2022-12-16,STR002,SKU0018,,11.16,156.24
TXN0001490,2023-05-15,STR007,SKU0004,9.0,2.83,25.47
TXN0001491,2023-07-21,STR003,SKU0009,9.0,7.54,67.86
TXN0001492,2022-08-19,STR020,SKU0011,14.0,3.84,53.76
TXN0001493,2023-10-27,STR011,SKU0020,6.0,10.24,61.44
TXN0001494,2023-11-21,STR003,SKU0030,24.0,14.35,344.4
TXN0001495,2023-02-07,STR012,SKU0026,7.0,4.64,32.48
TXN0001496,2023-05-20,STR011,SKU0006,3.0,6.77,20.31
TXN0001497,2023-11-06,STR002,SKU0001,3.0,5.16,15.48
TXN0001498,2023-07-06,STR017,SKU0002,10.0,6.72,67.2
TXN0001499,2023-04-21,STR014,SKU0018,1.0,7.7,7.7
TXN0001500,2024-11-13,STR001,SKU0005,4.0,12.01,48.04
TXN0001501,2024-08-20,STR020,SKU0007,13.0,9.09,118.17
TXN0001502,2023-02-21,STR003,SKU0026,18.0,8.27,148.86
TXN0001503,2024-02-27,STR001,SKU0027,19.0,1.91,36.29
TXN0001504,2024-06-06,STR009,SKU0026,15.0,2.07,31.05
TXN0001505,2022-05-02,STR003,SKU0008,18.0,13.12,236.16
TXN0001506,2023-10-11,STR012,SKU0019,12.0,12.69,152.28
TXN0001507,2024-05-26,STR006,SKU0019,3.0,3.38,10.14
TXN0001508,2022-03-04,STR004,SKU0006,13.0,13.38,173.94
TXN0001509,2023-01-05,STR020,SKU0017,11.0,14.72,161.92
TXN0001510,2024-05-24,STR007,SKU0016,17.0,11.16,189.72
TXN0001511,2024-10-22,STR009,SKU0012,7.0,7.77,54.39
TXN0001512,2024-12-23,STR006,SKU0023,24.0,4.49,107.76
TXN0001513,2023-10-24,STR017,SKU0021,13.0,13.49,175.37
TXN0001514,2022-02-16,STR004,SKU0016,15.0,6.28,94.2
TXN0001515,2022-01-31,STR003,SKU0022,1.0,4.75,4.75
TXN0001516,2024-06-08,STR018,SKU0023,19.0,9.28,176.32
TXN0001517,2024-03-15,STR004,SKU0018,11.0,13.73,151.03
TXN0001518,2022-08-01,STR017,SKU0009,13.0,13.25,172.25
TXN0001519,2022-05-24,STR012,SKU0023,9.0,12.43,111.87
TXN0001520,2022-06-09,STR016,SKU0022,3.0,5.68,17.04
TXN0001521,2024-08-19,STR002,SKU0030,11.0,11.82,130.02
TXN0001522,2024-04-18,STR020,SKU0005,14.0,13.62,190.68
TXN0001523,2024-11-05,STR006,SKU0013,3.0,12.81,38.43
TXN0001524,2022-05-05,STR002,SKU0028,8.0,-9.76,78.08
TXN0001525,2024-02-02,STR015,SKU0016,12.0,9.14,109.68
TXN0001526,2024-10-09,STR004,SKU0029,6.0,12.89,77.34
TXN0001527,2023-08-08,STR007,SKU0001,9.0,8.57,77.13
TXN0001528,2024-04-28,STR012,SKU0002,3.0,4.82,14.46
TXN0001529,2023-10-22,STR002,SKU0024,10.0,7.59,75.9
TXN0001530,2022-01-08,STR004,SKU0011,3.0,12.96,38.88
TXN0001531,2023-04-16,STR010,SKU0016,17.0,1.75,29.75
TXN0001532,2022-10-14,STR009,SKU0013,4.0,7.09,28.36
TXN0001533,2022-04-02,STR012,SKU0013,2.0,13.08,26.16
TXN0001534,2023-10-15,STR015,SKU0029,18.0,8.83,158.94
TXN0001535,2024-10-15,STR007,SKU0003,8.0,6.82,54.56
TXN0001536,2022-03-01,STR008,SKU0024,4.0,11.13,44.52
TXN0001537,2022-12-27,STR005,SKU0027,16.0,9.79,156.64
TXN0001538,2024-01-04,STR007,SKU0020,2.0,9.1,18.2
TXN0001539,2022-12-09,STR001,SKU0012,8.0,4.62,36.96
TXN0001540,2022-05-08,STR012,SKU0005,13.0,13.93,181.09
TXN0001541,2022-07-29,STR004,SKU0021,10.0,2.64,26.4
TXN0001542,2022-01-28,STR014,SKU0015,18.0,10.84,195.12
TXN0001543,2024-12-23,STR001,SKU0005,14.0,10.54,147.56
TXN0001544,2023-06-23,STR002,SKU0011,13.0,3.26,42.38
TXN0001545,2024-10-30,STR006,SKU0029,13.0,2.85,37.05
TXN0001546,2024-01-22,STR009,SKU0008,14.0,6.12,85.68
TXN0001547,2023-01-18,STR014,SKU0006,10.0,2.59,25.9
TXN0001548,2024-10-29,STR014,SKU0021,3.0,14.37,43.11
TXN0001549,2022-10-12,STR020,SKU0006,5.0,13.1,65.5
TXN0001550,17/07/2022,STR007,SKU0028,6.0,14.3,85.8
TXN0001551,2024-06-01,STR002,SKU0026,5.0,14.89,74.45
TXN0001552,2023-08-30,STR017,SKU0030,6.0,4.47,26.82
TXN0001553,2023-04-09,STR015,SKU0028,15.0,11.9,178.5
TXN0001554,2023-10-07,STR002,SKU0008,18.0,7.66,137.88
TXN0001555,2024-11-26,STR002,SKU0007,9.0,2.08,18.72
TXN0001556,2022-11-04,STR010,SKU0011,10.0,8.45,84.5
TXN0001557,14/09/2024,STR007,SKU0015,7.0,2.61,18.27
TXN0001558,2024-09-25,STR012,SKU0027,,14.82,177.84
TXN0001559,2024-04-12,STR004,SKU0023,14.0,12.74,178.36
TXN0001560,2022-06-22,STR020,SKU0020,2.0,12.65,25.3
TXN0001561,2022-04-09,STR011,SKU0027,10.0,2.55,25.5
TXN0001562,2022-05-12,STR015,SKU0020,9.0,1.6,14.4
TXN0001563,2024-02-09,STR003,SKU0012,9.0,5.11,45.99
TXN0001564,2023-03-15,STR013,SKU0013,10.0,12.72,127.2
TXN0001565,2024-12-18,STR017,SKU0016,3.0,9.33,27.99
TXN0001566,2022-01-07,STR001,SKU0003,16.0,10.31,164.96
TXN0001567,2023-02-14,STR011,SKU0023,18.0,3.24,58.32
TXN0001568,2022-10-17,STR005,SKU0020,3.0,7.72,23.16
TXN0001569,2024-08-24,STR010,SKU0022,16.0,7.78,124.48
TXN0001570,2022-05-13,STR016,SKU0017,11.0,14.72,161.92
TXN0001571,2023-03-24,STR014,SKU0024,16.0,11.95,191.2
TXN0001572,2024-08-07,STR015,SKU0029,4.0,3.31,13.24
TXN0001573,2024-11-30,STR004,SKU0018,4.0,-7.7,30.8
TXN0001574,2024-10-01,STR017,SKU0014,,11.91,11.91
TXN0001575,2023-12-18,STR013,SKU0004,10.0,12.09,120.9
TXN0001576,2022-06-28,STR002,SKU0024,8.0,7.64,61.12
TXN0001577,2022-04-16,STR017,SKU0028,19.0,12.62,239.78
TXN0001578,2023-03-27,STR001,SKU0021,11.0,7.92,87.12
TXN0001579,2023-06-10,STR001,SKU0026,18.0,1.95,35.1
TXN0001580,2023-07-18,STR017,SKU0026,5.0,12.46,62.3
TXN0001581,2022-02-24,STR001,SKU0024,1.0,14.92,14.92
TXN0001582,2024-01-11,STR002,SKU0016,16.0,5.25,84.0
TXN0001583,2023-03-10,STR001,SKU0003,1.0,10.49,10.49
TXN0001584,2022-04-30,STR018,SKU0001,17.0,6.97,118.49
TXN0001585,2024-09-30,STR001,SKU0007,10.0,6.98,69.8
TXN0001586,2023-01-27,STR008,SKU0013,12.0,13.88,166.56
TXN0001587,2022-09-12,STR004,SKU0023,5.0,14.46,72.3
TXN0001588,2023-06-24,STR007,SKU0014,6.0,2.97,17.82
TXN0001589,2024-11-07,STR006,SKU0001,4.0,11.32,45.28
TXN0001590,2024-06-22,STR018,SKU0007,22.0,-3.93,86.46
TXN0001591,2022-04-20,STR015,SKU0030,9.0,8.67,78.03
TXN0001592,2024-01-23,STR018,SKU0030,3.0,12.31,36.93
TXN0001593,2023-12-30,STR014,SKU0012,1.0,4.52,4.52
TXN0001594,2024-08-29,STR007,SKU0025,14.0,5.89,82.46
TXN0001595,2024-11-24,STR004,SKU0022,19.0,14.25,270.75
TXN0001596,2024-03-28,STR011,SKU0028,6.0,7.14,42.84
TXN0001597,2023-12-18,STR007,SKU0027,10.0,2.54,25.4
TXN0001598,23/01/2023,STR013,SKU0019,16.0,7.12,113.92
TXN0001599,12/09/2024,STR001,SKU0012,2.0,7.6,15.2
TXN0001600,2024-10-30,STR014,SKU0019,,12.01,228.19
TXN0001601,2024-12-22,STR006,SKU0010,17.0,6.2,105.4
TXN0001602,2024-11-12,STR010,SKU0011,3.0,3.21,9.63
TXN0001603,2023-12-05,STR020,SKU0019,10.0,12.0,120.0
TXN0001604,2024-11-14,,SKU0018,11.0,6.57,72.27
TXN0001605,2024-05-07,STR003,SKU0018,18.0,1.92,34.56
TXN0001606,2022-09-21,STR004,SKU0012,,12.74,152.88
TXN0001607,2022-02-05,STR007,SKU0013,,14.55,14.55
TXN0001608,2024-12-10,STR011,SKU0001,6.0,14.5,87.0
TXN0001609,2023-04-14,STR020,SKU0019,12.0,9.88,118.56
TXN0001610,2024-08-15,STR018,SKU0018,8.0,5.06,40.48
TXN0001611,2022-11-12,STR014,SKU0029,13.0,13.21,171.73
TXN0001612,2023-01-31,STR014,SKU0016,18.0,3.9,70.2
TXN0001613,2024-06-22,STR006,SKU0015,18.0,11.62,209.16
TXN0001614,2023-07-30,STR019,SKU0003,9.0,13.28,119.52
TXN0001615,2024-01-13,,SKU0006,,14.02,56.08
TXN0001616,2022-12-17,STR003,SKU0011,19.0,9.18,174.42
TXN0001617,2023-11-05,STR019,SKU0012,11.0,14.42,158.62
TXN0001618,2023-06-18,STR011,SKU0011,12.0,1.98,23.76
TXN0001619,2024-10-17,STR003,SKU0012,4.0,2.01,8.04
TXN0001620,2023-06-24,STR015,SKU0024,13.0,11.78,153.14
TXN0001621,08/04/2022,STR005,SKU0004,17.0,14.97,254.49
TXN0001622,2024-03-18,STR004,SKU0010,3.0,3.49,10.47
TXN0001623,2024-11-11,STR005,SKU0005,7.0,6.56,45.92
TXN0001624,2024-08-25,STR012,SKU0010,12.0,14.81,177.72
TXN0001625,2022-04-21,STR006,SKU0021,9.0,13.27,119.43
TXN0001626,2024-12-30,STR001,SKU0002,5.0,7.05,35.25
TXN0001627,2023-01-16,STR008,SKU0011,14.0,13.52,189.28
TXN0001628,2024-07-03,STR005,SKU0001,7.0,7.59,53.13
TXN0001629,2023-11-22,STR011,SKU0029,9.0,6.08,54.72
TXN0001630,2024-12-02,STR010,SKU0022,,9.43,150.88
TXN0001631,2023-01-10,STR002,SKU0008,3.0,5.26,15.78
TXN0001632,2023-10-29,STR005,SKU0006,17.0,10.37,176.29
TXN0001633,2024-01-19,STR005,SKU0003,9.0,5.42,48.78
TXN0001634,2022-06-19,STR010,SKU0015,19.0,8.35,158.65
TXN0001635,2024-04-29,STR016,SKU0023,8.0,11.93,95.44
TXN0001636,2022-06-07,STR004,SKU0018,1.0,13.14,13.14
TXN0001637,2024-06-27,STR003,SKU0027,7.0,2.04,14.28
TXN0001638,2022-05-19,STR001,SKU0011,12.0,11.3,135.6
TXN0001639,2022-07-16,STR012,SKU0009,1.0,13.49,13.49
TXN0001640,2023-06-27,STR006,SKU0015,10.0,11.44,114.4
TXN0001641,2022-07-19,STR014,SKU0007,,4.61,101.42
TXN0001642,2022-03-26,STR014,SKU0030,17.0,11.58,196.86
TXN0001643,2022-02-27,STR001,SKU0006,15.0,12.36,185.4
TXN0001644,2022-11-10,STR009,SKU0015,5.0,3.93,19.65
TXN0001645,2023-06-22,STR020,SKU0016,14.0,13.81,193.34
TXN0001646,2022-02-18,STR005,SKU0002,15.0,5.18,77.7
TXN0001647,2022-05-31,STR011,SKU0015,8.0,14.28,114.24
TXN0001648,2023-11-02,STR011,SKU0014,13.0,8.24,107.12
TXN0001649,2022-12-16,STR005,SKU0008,10.0,3.25,32.5
TXN0001650,2024-04-10,STR015,SKU0004,8.0,11.05,88.4
TXN0001651,2024-07-10,STR001,SKU0002,19.0,9.16,174.04
TXN0001652,03/02/2022,STR005,SKU0001,19.0,11.8,224.2
TXN0001653,2024-11-05,STR012,SKU0015,19.0,5.53,105.07
TXN0001654,2024-01-20,STR019,SKU0003,1.0,2.27,2.27
TXN0001655,2024-06-19,STR001,SKU0029,6.0,3.83,22.98
TXN0001656,2023-06-08,STR012,SKU0008,24.0,7.94,190.56
TXN0001657,2022-01-01,STR001,SKU0020,15.0,2.12,31.8
TXN0001658,2024-08-28,STR013,SKU0021,14.0,10.4,145.6
TXN0001659,2023-09-15,STR008,SKU0015,12.0,8.31,99.72
TXN0001660,2022-02-10,STR009,SKU0027,9.0,4.33,38.97
TXN0001661,2022-07-02,STR020,SKU0004,19.0,12.28,233.32
TXN0001662,2022-08-14,STR014,SKU0008,24.0,10.33,247.92
TXN0001663,2023-02-16,STR004,SKU0008,2.0,8.92,17.84
TXN0001664,2023-04-30,STR020,SKU0005,1.0,11.26,11.26
TXN0001665,2023-04-14,STR005,SKU0009,15.0,9.5,142.5
TXN0001666,2024-08-09,STR014,SKU0010,3.0,1.63,4.89
TXN0001667,2024-10-30,STR014,SKU0023,8.0,8.89,71.12
TXN0001668,2024-01-14,STR017,SKU0010,3.0,4.9,14.7
TXN0001669,2023-11-26,STR008,SKU0027,10.0,11.88,118.8
TXN0001670,2024-08-04,STR014,SKU0024,4.0,10.49,41.96
TXN0001671,2022-10-21,STR013,SKU0028,9.0,9.51,85.59
TXN0001672,2023-09-04,STR009,SKU0004,1.0,8.71,8.71
TXN0001673,2023-12-06,STR019,SKU0030,25.0,4.97,124.25
TXN0001674,2022-11-09,STR005,SKU0019,14.0,10.34,144.76
TXN0001675,2024-11-09,STR004,SKU0030,19.0,12.22,232.18
